date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:02:12	103985/103985	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:02:10%20GMT	https://www.banouto.bj/vie-stars/article/20240826-dibi-b-bientot-papa-les-internautes-felicitent-et-souhaitent-le-meilleur-au-couple	www.banouto.bj/vie-stars/article/20240826-dibi-b-bientot-papa-les-internautes-felicitent-et-souhaitent-le-meilleur-au-couple.html	(from https://www.banouto.bj/rubrique/vie-stars)
12:02:14	334/334	---MC-	302	error ('Found')	text/html	date:Sun,%2027%20Oct%202024%2011:02:14%20GMT	https://www.banouto.bj/rubrique/sports	www.banouto.bj/rubrique/sports	(from https://www.banouto.bj/rubrique/vie-stars)
12:02:14	94187/94187	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:02:13%20GMT	https://www.banouto.bj/vie-stars/article/20240826-santrinos-raphael-adresse-un-message-touchant-d-anniversaire-a-sa-mere	www.banouto.bj/vie-stars/article/20240826-santrinos-raphael-adresse-un-message-touchant-d-anniversaire-a-sa-mere.html	(from https://www.banouto.bj/rubrique/vie-stars)
12:02:15	94651/94651	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:02:09%20GMT	https://www.banouto.bj/vie-stars/article/20240905-mami-ton-deces-de-la-celebre-comedienne-camerounaise	www.banouto.bj/vie-stars/article/20240905-mami-ton-deces-de-la-celebre-comedienne-camerounaise.html	(from https://www.banouto.bj/rubrique/vie-stars)
12:02:17	119853/119853	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:02:15%20GMT	https://www.banouto.bj/interviews/article/20241021-litterature-les-astuces-de-prudentienne-gbaguidi-pour-amener-enfants-et-jeunes-a-aimer-la-lecture	www.banouto.bj/interviews/article/20241021-litterature-les-astuces-de-prudentienne-gbaguidi-pour-amener-enfants-et-jeunes-a-aimer-la-lecture.html	(from https://www.banouto.bj/rubrique/interviews)
12:02:20	108186/108186	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:02:17%20GMT	https://www.banouto.bj/interviews/article/20240819-migration-en-afrique-nous-assistons-a-une-degradation-generale-de-la-mobilite-sami-adouani	www.banouto.bj/interviews/article/20240819-migration-en-afrique-nous-assistons-a-une-degradation-generale-de-la-mobilite-sami-adouani.html	(from https://www.banouto.bj/rubrique/interviews)
12:16:08	95717/95717	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:08%20GMT	https://www.banouto.bj/societe/article/20240912-conseillers-pedagogiques-au-benin-50-personnes-admises-au-concours-probatoire-liste	www.banouto.bj/societe/article/20240912-conseillers-pedagogiques-au-benin-50-personnes-admises-au-concours-probatoire-liste.html	(from https://www.banouto.bj/recherche?search_keywords=Caf)
12:16:09	96380/96380	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:10%20GMT	https://www.banouto.bj/sport/article/20240909-2e-tour-preliminaire-de-la-coupe-caf-dadje-fc-d-aplahoue-renforce-son-effectif	www.banouto.bj/sport/article/20240909-2e-tour-preliminaire-de-la-coupe-caf-dadje-fc-d-aplahoue-renforce-son-effectif.html	(from https://www.banouto.bj/recherche?search_keywords=Caf)
12:16:10	94895/94895	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:11%20GMT	https://www.banouto.bj/sport/article/20240824-coupe-caf-dadje-fc-bat-el-kanemi-warriors-du-nigeria-2-1-et-se-qualifie-au-second-tour	www.banouto.bj/sport/article/20240824-coupe-caf-dadje-fc-bat-el-kanemi-warriors-du-nigeria-2-1-et-se-qualifie-au-second-tour.html	(from https://www.banouto.bj/recherche?search_keywords=Caf)
12:16:11	96316/96316	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:12%20GMT	https://www.banouto.bj/politique/article/20240928-coup-d-etat-contre-patrice-talon-houndegnon-ex-patron-de-police-dit-avoir-eu-plusieurs-propositions	www.banouto.bj/politique/article/20240928-coup-d-etat-contre-patrice-talon-houndegnon-ex-patron-de-police-dit-avoir-eu-plusieurs-propositions.html	(from https://www.banouto.bj/recherche?search_keywords=Coup%20D%27etat)
12:16:12	100604/100604	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:13%20GMT	https://www.banouto.bj/societe/article/20240925-benin-olivier-boko-et-lex-ministre-homeky-accuses-de-preparer-un-coup-detat-contre-patrice-talon-procureur-special-de-la-criet	www.banouto.bj/societe/article/20240925-benin-olivier-boko-et-lex-ministre-homeky-accuses-de-preparer-un-coup-detat-contre-patrice-talon-procureur-special-de-la-criet.html	(from https://www.banouto.bj/recherche?search_keywords=Coup%20D%27etat)
12:16:14	95712/95712	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:14%20GMT	https://www.banouto.bj/politique/article/20240916-niger-wole-soyinka-et-dautres-personnalites-africaines-reclament-la-liberation-de-mohamed-bazoum	www.banouto.bj/politique/article/20240916-niger-wole-soyinka-et-dautres-personnalites-africaines-reclament-la-liberation-de-mohamed-bazoum.html	(from https://www.banouto.bj/recherche?search_keywords=Coup%20D%27etat)
12:16:15	95130/95130	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:15%20GMT	https://www.banouto.bj/politique/article/20240814-coup-detat-au-niger-lex-president-issifou-condamne-le-renversement-de-bazoum	www.banouto.bj/politique/article/20240814-coup-detat-au-niger-lex-president-issifou-condamne-le-renversement-de-bazoum.html	(from https://www.banouto.bj/recherche?search_keywords=Coup%20D%27etat)
12:16:19	94019/94019	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:16%20GMT	https://www.banouto.bj/societe/article/20241017-benin-qui-etait-le-general-francois-kouyami-decede-ce-jeudi-17-octobre-2024	www.banouto.bj/societe/article/20241017-benin-qui-etait-le-general-francois-kouyami-decede-ce-jeudi-17-octobre-2024.html	(from https://www.banouto.bj/recherche?search_keywords=France)
12:16:20	99443/99443	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:17%20GMT	https://www.banouto.bj/politique/article/20241017-france-kemi-seba-libere-sans-poursuite-a-ce-stade	www.banouto.bj/politique/article/20241017-france-kemi-seba-libere-sans-poursuite-a-ce-stade.html	(from https://www.banouto.bj/recherche?search_keywords=France)
12:16:20	96147/96147	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:19%20GMT	https://www.banouto.bj/politique/article/20241015-arrestation-de-kemi-seba-son-organisation-urgences-panafricanistes-apporte-des-clarifications	www.banouto.bj/politique/article/20241015-arrestation-de-kemi-seba-son-organisation-urgences-panafricanistes-apporte-des-clarifications.html	(from https://www.banouto.bj/recherche?search_keywords=France)
12:16:23	96571/96571	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:21%20GMT	https://www.banouto.bj/politique/article/20241015-immigration-en-france-le-gouvernement-annonce-une-nouvelle-loi-pour-2025-des-nouveautes-attendues	www.banouto.bj/politique/article/20241015-immigration-en-france-le-gouvernement-annonce-une-nouvelle-loi-pour-2025-des-nouveautes-attendues.html	(from https://www.banouto.bj/recherche?search_keywords=France)
12:16:23	95377/95377	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:22%20GMT	https://www.banouto.bj/sport/article/20241013-kylian-mbappe-en-boite-de-nuit-en-suede-ce-quen-dit-didier-deschamps-selectionneur-de-lequipe-de-france	www.banouto.bj/sport/article/20241013-kylian-mbappe-en-boite-de-nuit-en-suede-ce-quen-dit-didier-deschamps-selectionneur-de-lequipe-de-france.html	(from https://www.banouto.bj/recherche?search_keywords=France)
12:16:25	97684/97684	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:24%20GMT	https://www.banouto.bj/politique/article/20241011-xixe-sommet-de-la-francophonie-un-vibrant-hommage-rendu-aux-enseignants-de-francais	www.banouto.bj/politique/article/20241011-xixe-sommet-de-la-francophonie-un-vibrant-hommage-rendu-aux-enseignants-de-francais.html	(from https://www.banouto.bj/recherche?search_keywords=France)
12:16:26	98071/98071	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:23%20GMT	https://www.banouto.bj/politique/article/20241012-burkina-faso-mali-et-niger-l-oif-deplore-la-degradation-de-la-situation-securitaire	www.banouto.bj/politique/article/20241012-burkina-faso-mali-et-niger-l-oif-deplore-la-degradation-de-la-situation-securitaire.html	(from https://www.banouto.bj/recherche?search_keywords=France)
12:16:27	103778/103778	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:25%20GMT	https://www.banouto.bj/politique/article/20241009-francophonie-05-engagements-pris-pour-offrir-des-opportunites-a-la-jeunesse	www.banouto.bj/politique/article/20241009-francophonie-05-engagements-pris-pour-offrir-des-opportunites-a-la-jeunesse.html	(from https://www.banouto.bj/recherche?search_keywords=France)
12:16:28	95905/95905	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:26%20GMT	https://www.banouto.bj/societe/article/20241002-rentree-scolaire-2024-2025-au-benin-generation-aivo-salue-l-engagement-des-enseignants-eleves-et-des-parents	www.banouto.bj/societe/article/20241002-rentree-scolaire-2024-2025-au-benin-generation-aivo-salue-l-engagement-des-enseignants-eleves-et-des-parents.html	(from https://www.banouto.bj/recherche?search_keywords=Education)
12:16:28	100330/100330	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:27%20GMT	https://www.banouto.bj/societe/article/20240911-education-au-benin-ouverture-des-inscriptions-dans-les-lycees-techniques-agricoles	www.banouto.bj/societe/article/20240911-education-au-benin-ouverture-des-inscriptions-dans-les-lycees-techniques-agricoles.html	(from https://www.banouto.bj/recherche?search_keywords=Education)
12:16:29	94952/94952	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:28%20GMT	https://www.banouto.bj/societe/article/20240906-education-au-benin-les-13-premiers-au-cep-beneficient-de-bourses-completes-au-lycee-pierre-manoel-talon	www.banouto.bj/societe/article/20240906-education-au-benin-les-13-premiers-au-cep-beneficient-de-bourses-completes-au-lycee-pierre-manoel-talon.html	(from https://www.banouto.bj/recherche?search_keywords=Education)
12:16:33	102003/102003	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:30%20GMT	https://www.banouto.bj/societe/article/20240830-soutien-a-l-education-au-benin-nocibe-demontre-une-fois-de-plus-son-engagement-a-ikpinle	www.banouto.bj/societe/article/20240830-soutien-a-l-education-au-benin-nocibe-demontre-une-fois-de-plus-son-engagement-a-ikpinle.html	(from https://www.banouto.bj/recherche?search_keywords=Education)
12:16:34	95831/95831	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:32%20GMT	https://www.banouto.bj/bien-etre/article/20240814-sante-mentale-des-jeunes-l-oit-alerte-sur-une-anxiete-croissante-due-a-la-precarisation-de-lemploi	www.banouto.bj/bien-etre/article/20240814-sante-mentale-des-jeunes-l-oit-alerte-sur-une-anxiete-croissante-due-a-la-precarisation-de-lemploi.html	(from https://www.banouto.bj/recherche?search_keywords=Education)
12:16:34	95205/95205	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:31%20GMT	https://www.banouto.bj/societe/article/20240824-union-africaine-la-beninoise-odile-attanasso-candidate-au-poste-de-commissaire-a-leducation	www.banouto.bj/societe/article/20240824-union-africaine-la-beninoise-odile-attanasso-candidate-au-poste-de-commissaire-a-leducation.html	(from https://www.banouto.bj/recherche?search_keywords=Education)
12:16:36	105961/105961	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:34%20GMT	https://www.banouto.bj/societe/article/20240806-benin-un-recrutement-de-101-animateurs-lances-au-profit-des-centres-barka	www.banouto.bj/societe/article/20240806-benin-un-recrutement-de-101-animateurs-lances-au-profit-des-centres-barka.html	(from https://www.banouto.bj/recherche?search_keywords=Education)
12:16:37	97522/97522	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:36%20GMT	https://www.banouto.bj/societe/article/20240731-education-au-benin-patrice-talon-recoit-les-meilleurs-laureats-aux-divers-examens-nationaux	www.banouto.bj/societe/article/20240731-education-au-benin-patrice-talon-recoit-les-meilleurs-laureats-aux-divers-examens-nationaux.html	(from https://www.banouto.bj/recherche?search_keywords=Education)
12:16:40	93965/93965	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:37%20GMT	https://www.banouto.bj/societe/article/20240724-education-et-bien-etre-des-filles-au-benin-un-programme-denviron-94-milliards-fcfa-adopte	www.banouto.bj/societe/article/20240724-education-et-bien-etre-des-filles-au-benin-un-programme-denviron-94-milliards-fcfa-adopte.html	(from https://www.banouto.bj/recherche?search_keywords=Education)
12:16:41	95462/95462	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:40%20GMT	https://www.banouto.bj/societe/article/20241009-criet-05-ans-de-prison-requis-contre-un-faux-recruteur-pour-la-franc-maconnerie	www.banouto.bj/societe/article/20241009-criet-05-ans-de-prison-requis-contre-un-faux-recruteur-pour-la-franc-maconnerie.html	(from https://www.banouto.bj/recherche?search_keywords=Prison)
12:16:43	94624/94624	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:42%20GMT	https://www.banouto.bj/societe/article/20241001-dossier-falleti-apres-04-ans-en-prison-09-co-accuses-beneficient-dun-non-lieu-partiel	www.banouto.bj/societe/article/20241001-dossier-falleti-apres-04-ans-en-prison-09-co-accuses-beneficient-dun-non-lieu-partiel.html	(from https://www.banouto.bj/recherche?search_keywords=Prison)
12:16:45	97289/97289	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:43%20GMT	https://www.banouto.bj/societe/article/20240923-surpopulation-carcerale-au-benin-le-gouvernement-reagit-et-rappelle-les-recentes-mesures-prises-contre	www.banouto.bj/societe/article/20240923-surpopulation-carcerale-au-benin-le-gouvernement-reagit-et-rappelle-les-recentes-mesures-prises-contre.html	(from https://www.banouto.bj/recherche?search_keywords=Prison)
12:16:46	93986/93986	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:46%20GMT	https://www.banouto.bj/societe/article/20240905-lutte-contre-les-faux-medicaments-au-benin-03-presumes-commercants-vereux-deposes-en-prison-a-abomey	www.banouto.bj/societe/article/20240905-lutte-contre-les-faux-medicaments-au-benin-03-presumes-commercants-vereux-deposes-en-prison-a-abomey.html	(from https://www.banouto.bj/recherche?search_keywords=Prison)
12:16:50	95077/95077	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:49%20GMT	https://www.banouto.bj/societe/article/20240903-abomey-calavi-apres-08-sejours-en-prison-un-suspect-de-dizaines-de-vol-a-main-armee-arrete-a-togba	www.banouto.bj/societe/article/20240903-abomey-calavi-apres-08-sejours-en-prison-un-suspect-de-dizaines-de-vol-a-main-armee-arrete-a-togba.html	(from https://www.banouto.bj/recherche?search_keywords=Prison)
12:16:51	95996/95996	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:47%20GMT	https://www.banouto.bj/societe/article/20240903-criet-le-procureur-metonou-reclame-20-millions-cfa-pour-dedommager-steve-amoussou	www.banouto.bj/societe/article/20240903-criet-le-procureur-metonou-reclame-20-millions-cfa-pour-dedommager-steve-amoussou.html	(from https://www.banouto.bj/recherche?search_keywords=Prison)
12:16:54	96336/96336	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:52%20GMT	https://www.banouto.bj/societe/article/20240821-criet-un-prisonnier-et-son-ami-juges-pour-avoir-tente-d-introduire-du-chanvre-indien-a-misserete	www.banouto.bj/societe/article/20240821-criet-un-prisonnier-et-son-ami-juges-pour-avoir-tente-d-introduire-du-chanvre-indien-a-misserete.html	(from https://www.banouto.bj/recherche?search_keywords=Prison)
12:16:57	93192/93192	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:56%20GMT	https://www.banouto.bj/politique/article/20240820-frere-hounvi-en-prison-voici-ce-que-le-procureur-lui-reproche	www.banouto.bj/politique/article/20240820-frere-hounvi-en-prison-voici-ce-que-le-procureur-lui-reproche.html	(from https://www.banouto.bj/recherche?search_keywords=Prison)
12:16:59	93877/93877	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:16:59%20GMT	https://www.banouto.bj/societe/article/20240820-frere-hounvi-en-route-pour-la-prison-apres-son-audition-a-la-criet	www.banouto.bj/societe/article/20240820-frere-hounvi-en-route-pour-la-prison-apres-son-audition-a-la-criet.html	(from https://www.banouto.bj/recherche?search_keywords=Prison)
12:17:02	97107/97107	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:00%20GMT	https://www.banouto.bj/politique/article/20240829-uemoa-le-comite-interparlementaire-condamne-les-recentes-attaques-meurtrieres-au-mali-et-au-burkina-faso	www.banouto.bj/politique/article/20240829-uemoa-le-comite-interparlementaire-condamne-les-recentes-attaques-meurtrieres-au-mali-et-au-burkina-faso.html	(from https://www.banouto.bj/recherche?search_keywords=Mali)
12:17:03	94574/94574	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:03%20GMT	https://www.banouto.bj/societe/article/20240825-inondations-au-burkina-faso-mali-et-niger-goita-souhaite-le-repos-eternel-aux-morts	www.banouto.bj/societe/article/20240825-inondations-au-burkina-faso-mali-et-niger-goita-souhaite-le-repos-eternel-aux-morts.html	(from https://www.banouto.bj/recherche?search_keywords=Mali)
12:17:10	94547/94547	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:05%20GMT	https://www.banouto.bj/economie/article/20240823-coton-le-benin-perd-sa-place-de-premier-producteur-africain	www.banouto.bj/economie/article/20240823-coton-le-benin-perd-sa-place-de-premier-producteur-africain.html	(from https://www.banouto.bj/recherche?search_keywords=Mali)
12:17:14	97697/97697	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:12%20GMT	https://www.banouto.bj/politique/article/20240813-senegal-en-visite-au-mali-ousmane-sonko-invite-au-respect-des-choix-de-chaque-pays	www.banouto.bj/politique/article/20240813-senegal-en-visite-au-mali-ousmane-sonko-invite-au-respect-des-choix-de-chaque-pays.html	(from https://www.banouto.bj/recherche?search_keywords=Mali)
12:17:17	94324/94324	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:15%20GMT	https://www.banouto.bj/politique/article/20240809-diplomatie-le-mali-renvoie-l-ambassadeur-de-la-suede	www.banouto.bj/politique/article/20240809-diplomatie-le-mali-renvoie-l-ambassadeur-de-la-suede.html	(from https://www.banouto.bj/recherche?search_keywords=Mali)
12:17:19	94552/94552	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:18%20GMT	https://www.banouto.bj/societe/article/20240806-mali-la-cedeao-condamne-fermement-les-attaques-contre-la-fama-a-tinzawaten	www.banouto.bj/societe/article/20240806-mali-la-cedeao-condamne-fermement-les-attaques-contre-la-fama-a-tinzawaten.html	(from https://www.banouto.bj/recherche?search_keywords=Mali)
12:17:21	94721/94721	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:20%20GMT	https://www.banouto.bj/politique/article/20240805-moussa-mara-renonce-a-ses-avantages-financiers-d-ancien-premier-ministre-du-mali	www.banouto.bj/politique/article/20240805-moussa-mara-renonce-a-ses-avantages-financiers-d-ancien-premier-ministre-du-mali.html	(from https://www.banouto.bj/recherche?search_keywords=Mali)
12:17:27	95292/95292	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:24%20GMT	https://www.banouto.bj/politique/article/20241016-presidentielle-2026-au-benin-les-mises-au-point-du-parti-les-democrates-sur-la-designation-de-son-candidat	www.banouto.bj/politique/article/20241016-presidentielle-2026-au-benin-les-mises-au-point-du-parti-les-democrates-sur-la-designation-de-son-candidat.html	(from https://www.banouto.bj/recherche?search_keywords=Politique)
12:17:29	94008/94008	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:29%20GMT	https://www.banouto.bj/politique/article/20241011-gouvernance-politique-au-benin-l-upr-et-le-bloc-republicain-scellent-un-nouveau-pacte	www.banouto.bj/politique/article/20241011-gouvernance-politique-au-benin-l-upr-et-le-bloc-republicain-scellent-un-nouveau-pacte.html	(from https://www.banouto.bj/recherche?search_keywords=Politique)
12:17:31	97762/97762	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:31%20GMT	https://www.banouto.bj/societe/article/20241006-affaire-steve-amoussou-lecheveau-a-demeler-par-la-criet-a-un-proces-tres-attendu	www.banouto.bj/societe/article/20241006-affaire-steve-amoussou-lecheveau-a-demeler-par-la-criet-a-un-proces-tres-attendu.html	(from https://www.banouto.bj/recherche?search_keywords=Politique)
12:17:32	100206/100206	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:32%20GMT	https://www.banouto.bj/politique/article/20240924-arrestation-annoncee-de-olivier-boko-et-homeky-le-mouvement-objectif-2026-denonce-un-acharnement-politique	www.banouto.bj/politique/article/20240924-arrestation-annoncee-de-olivier-boko-et-homeky-le-mouvement-objectif-2026-denonce-un-acharnement-politique.html	(from https://www.banouto.bj/recherche?search_keywords=Politique)
12:17:36	92586/92586	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:34%20GMT	https://www.banouto.bj/politique/article/20241016-benin-08-nominations-prononcees-a-la-cour-supreme-et-au-ministere-des-sports	www.banouto.bj/politique/article/20241016-benin-08-nominations-prononcees-a-la-cour-supreme-et-au-ministere-des-sports.html	(from https://www.banouto.bj/recherche?search_keywords=Conseil%20Des%20Ministres)
12:17:39	94535/94535	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:38%20GMT	https://www.banouto.bj/politique/article/20241009-benin-14-nominations-prononcees-dans-03-ministeres-conseil-des-ministres	www.banouto.bj/politique/article/20241009-benin-14-nominations-prononcees-dans-03-ministeres-conseil-des-ministres.html	(from https://www.banouto.bj/recherche?search_keywords=Conseil%20Des%20Ministres)
12:17:41	93300/93300	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:40%20GMT	https://www.banouto.bj/societe/article/20240930-ketou-la-police-saisit-48kg-de-chanvre-indien-a-illara	www.banouto.bj/societe/article/20240930-ketou-la-police-saisit-48kg-de-chanvre-indien-a-illara.html	(from https://www.banouto.bj/recherche?search_keywords=Police)
12:17:44	93289/93289	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:43%20GMT	https://www.banouto.bj/societe/article/20240917-france-inquietante-disparition-de-la-beninoise-odile-ahouanwanou	www.banouto.bj/societe/article/20240917-france-inquietante-disparition-de-la-beninoise-odile-ahouanwanou.html	(from https://www.banouto.bj/recherche?search_keywords=Police)
12:17:46	93668/93668	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:46%20GMT	https://www.banouto.bj/societe/article/20240914-cotonou-un-homme-arrete-avec-une-moto-volee	www.banouto.bj/societe/article/20240914-cotonou-un-homme-arrete-avec-une-moto-volee.html	(from https://www.banouto.bj/recherche?search_keywords=Police)
12:17:54	98202/98202	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:48%20GMT	https://www.banouto.bj/societe/article/20240910-affaire-steve-amoussou-les-observations-de-lex-patron-de-police-beninoise-philippe-houndegnon	www.banouto.bj/societe/article/20240910-affaire-steve-amoussou-les-observations-de-lex-patron-de-police-beninoise-philippe-houndegnon.html	(from https://www.banouto.bj/recherche?search_keywords=Police)
12:17:57	93823/93823	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:55%20GMT	https://www.banouto.bj/societe/article/20240903-cotonou-68-mendiants-et-enfants-de-rues-recuperes-par-la-police	www.banouto.bj/societe/article/20240903-cotonou-68-mendiants-et-enfants-de-rues-recuperes-par-la-police.html	(from https://www.banouto.bj/recherche?search_keywords=Police)
12:17:59	94271/94271	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:17:59%20GMT	https://www.banouto.bj/societe/article/20240901-djougou-un-presume-braqueur-interpelle-apres-un-vol-a-main-armee	www.banouto.bj/societe/article/20240901-djougou-un-presume-braqueur-interpelle-apres-un-vol-a-main-armee.html	(from https://www.banouto.bj/recherche?search_keywords=Police)
12:18:03	92916/92916	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:18:01%20GMT	https://www.banouto.bj/societe/article/20240830-nikki-3-presumes-braqueurs-arretes-par-la-police	www.banouto.bj/societe/article/20240830-nikki-3-presumes-braqueurs-arretes-par-la-police.html	(from https://www.banouto.bj/recherche?search_keywords=Police)
12:18:06	97869/97869	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:18:05%20GMT	https://www.banouto.bj/societe/article/20241018-prise-de-parole-en-public-les-membres-du-caucus-des-femmes-parlementaires-du-benin-renforcent-leur-capacite	www.banouto.bj/societe/article/20241018-prise-de-parole-en-public-les-membres-du-caucus-des-femmes-parlementaires-du-benin-renforcent-leur-capacite.html	(from https://www.banouto.bj/recherche?search_keywords=Assembl%C3%A9e%20Nationale)
12:18:09	98311/98311	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:18:08%20GMT	https://www.banouto.bj/politique/article/20241007-diplomatie-parlementaire-vlavonou-appelle-au-renforcement-de-la-cooperation-entre-le-benin-et-le-togo	www.banouto.bj/politique/article/20241007-diplomatie-parlementaire-vlavonou-appelle-au-renforcement-de-la-cooperation-entre-le-benin-et-le-togo.html	(from https://www.banouto.bj/recherche?search_keywords=Assembl%C3%A9e%20Nationale)
12:18:11	105768/105768	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:18:11%20GMT	https://www.banouto.bj/societe/article/20240923-conseil-economique-et-social-au-benin-voici-les-51-representants-de-l-assemblee-nationale	www.banouto.bj/societe/article/20240923-conseil-economique-et-social-au-benin-voici-les-51-representants-de-l-assemblee-nationale.html	(from https://www.banouto.bj/recherche?search_keywords=Assembl%C3%A9e%20Nationale)
12:18:14	97030/97030	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:18:13%20GMT	https://www.banouto.bj/economie/article/20240918-benin-plus-3-5-milliards-de-depenses-prevues-en-2025-tout-savoir-sur-le-projet-de-loi-de-finances-transmis-au-parlement	www.banouto.bj/economie/article/20240918-benin-plus-3-5-milliards-de-depenses-prevues-en-2025-tout-savoir-sur-le-projet-de-loi-de-finances-transmis-au-parlement.html	(from https://www.banouto.bj/recherche?search_keywords=Assembl%C3%A9e%20Nationale)
12:18:18	94215/94215	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Oct%202024%2011:18:16%20GMT	https://www.banouto.bj/sport/article/20240116-can-2023-bertrand-traore-delivre-le-burkina-faso-face-a-la-mauritanie	www.banouto.bj/sport/article/20240116-can-2023-bertrand-traore-delivre-le-burkina-faso-face-a-la-mauritanie.html	(from https://www.banouto.bj/recherche?search_keywords=Burkina-Faso)
